Publication,Scenario,Region,Category,Product,Flow,Unit,Year,Value
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total primary energy demand,EJ,2010,544.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total primary energy demand,EJ,2019,613
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total primary energy demand,EJ,2020,589.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total primary energy demand,EJ,2030,671
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Total,Total primary energy demand,EJ,2050,743.9
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Total,Total primary energy demand,EJ,2010,112.6
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Total,Total primary energy demand,EJ,2019,115.8
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Total,Total primary energy demand,EJ,2020,107.7
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Total,Total primary energy demand,EJ,2030,112.1
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Total,Total primary energy demand,EJ,2050,106.2
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Total,Total primary energy demand,EJ,2010,94.1
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Total,Total primary energy demand,EJ,2019,94.8
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Total,Total primary energy demand,EJ,2020,88.3
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Total,Total primary energy demand,EJ,2030,90.9
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Total,Total primary energy demand,EJ,2050,83.6
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2010,26.6
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2019,28.5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2020,26.9
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2030,31.4
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2050,41
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2010,12.1
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2019,13.5
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2020,13.1
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2030,15.3
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2050,19.8
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2010,89.2
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2019,82.4
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2020,77.5
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2030,75.5
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2050,69.9
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2010,64.5
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2019,59.5
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2020,55.5
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2030,52.4
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2050,45.1
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2010,28
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2019,34.6
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2020,34
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2030,42.4
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2050,61.8
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2010,26.2
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2019,32.9
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2020,32.2
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2030,39.3
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2050,53.6
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2010,35.2
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2019,39.8
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2020,38.3
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2030,42.4
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2050,47.2
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2010,28.5
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2019,32.2
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2020,31
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2030,34.1
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2050,35.6
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2010,211.8
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2019,261.4
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2020,259.4
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2030,306.7
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2050,335.6
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Total primary energy demand,EJ,2010,107.3
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Total primary energy demand,EJ,2019,143.4
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Total primary energy demand,EJ,2020,146.1
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Total primary energy demand,EJ,2030,163.4
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Total primary energy demand,EJ,2050,157.3
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Total primary energy demand,EJ,2010,29.3
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Total primary energy demand,EJ,2019,39.1
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Total primary energy demand,EJ,2020,37.2
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Total primary energy demand,EJ,2030,52.1
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Total primary energy demand,EJ,2050,70.5
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2010,20.9
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2019,17.4
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2020,16.2
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2030,15.8
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2050,13.3
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2010,22.7
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2019,29.9
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2020,29.1
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2030,39.5
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2050,51.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Total primary energy demand,EJ,2030,651.1
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Total primary energy demand,EJ,2050,674.4
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Total,Total primary energy demand,EJ,2030,101.9
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Total,Total primary energy demand,EJ,2050,82.7
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Total,Total primary energy demand,EJ,2030,82.3
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Total,Total primary energy demand,EJ,2050,64.4
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2030,29.8
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2050,35.9
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2030,13.9
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2050,15.4
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2030,71.8
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2050,61.6
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2030,48.9
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2050,37.8
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2030,41.7
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2050,59.5
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2030,39.5
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2050,55.2
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2030,42.6
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2050,47.2
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2030,34.2
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2050,35.6
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2030,303.8
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2050,309.1
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Total,Total primary energy demand,EJ,2030,162.5
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Total,Total primary energy demand,EJ,2050,133.4
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Total,Total primary energy demand,EJ,2030,52
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Total,Total primary energy demand,EJ,2050,70.4
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2030,15
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2050,12.1
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2030,39.6
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2050,51.8
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Total primary energy demand,EJ,2030,599.2
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Total primary energy demand,EJ,2050,577.9
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Total,Total primary energy demand,EJ,2030,101.3
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Total,Total primary energy demand,EJ,2050,80.3
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Total,Total primary energy demand,EJ,2030,82.6
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Total,Total primary energy demand,EJ,2050,64.5
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2030,28.7
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Total,Total primary energy demand,EJ,2050,33.3
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2030,14.2
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Total,Total primary energy demand,EJ,2050,15.8
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2030,70.2
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Total,Total primary energy demand,EJ,2050,56.5
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2030,48.8
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Total,Total primary energy demand,EJ,2050,37.6
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2030,29.6
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Total,Total primary energy demand,EJ,2050,43.1
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2030,34.9
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Total,Total primary energy demand,EJ,2050,45
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2030,40
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Total,Total primary energy demand,EJ,2050,37.1
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2030,32.5
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Total,Total primary energy demand,EJ,2050,29.9
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2030,276.2
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Total,Total primary energy demand,EJ,2050,265.1
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Total,Total primary energy demand,EJ,2030,149.9
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Total,Total primary energy demand,EJ,2050,125.1
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Total,Total primary energy demand,EJ,2030,43.6
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Total,Total primary energy demand,EJ,2050,52.7
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2030,15
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Total,Total primary energy demand,EJ,2050,12.1
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2030,36.1
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Total,Total primary energy demand,EJ,2050,40.2
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2010,47.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2019,65.8
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2020,68.5
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2030,109
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2050,192.5
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2010,9.4
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2019,12.6
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2020,12.8
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2030,18.8
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2050,29
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2010,6.9
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2019,9.8
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2020,9.9
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2030,15
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2050,23.6
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2010,7.7
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2019,9.5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2020,9.5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2030,12.6
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2050,19.5
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2010,5.6
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2019,6.6
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2020,6.6
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2030,8.4
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2050,12
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2010,10.3
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2019,13.8
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2020,14.3
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2030,20.2
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2050,27.9
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2010,8.1
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2019,10.3
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2020,10.5
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2030,15
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2050,19.9
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2010,3.3
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2019,4.5
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2020,4.6
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2030,7.9
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2050,16.5
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2010,0.1
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2019,0.2
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2020,0.2
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2030,1
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2050,4.8
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2010,1.1
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2019,1.3
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2020,1.3
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2030,1.9
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2050,4.7
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2010,0.9
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2019,1
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2020,1
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2030,1.5
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2050,3.9
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2010,15.7
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2019,23.9
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2020,25.8
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2030,46
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2050,88
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2010,4.7
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2019,11.7
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2020,12.9
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2030,24.7
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2050,43
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2010,2.6
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2019,4.2
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2020,4.4
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2030,7.9
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2050,20.3
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2010,0.9
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2019,1.3
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2020,1.4
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2030,1.9
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2050,3.2
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2010,2.8
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2019,4.9
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2020,5.1
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2030,7.7
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2050,12.9
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2030,120.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2050,248.4
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2030,24.9
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2050,43.8
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2030,20.2
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2050,36.8
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2030,12.9
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2050,20.4
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2030,8.5
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2050,11.8
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2030,22.8
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2050,34
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2030,17.1
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2050,25.7
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2030,8.3
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2050,17.6
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2030,1
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2050,6.2
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2030,1.9
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2050,4.6
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2030,1.5
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2050,3.8
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2030,47.9
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2050,117.8
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2030,25.3
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2050,67.7
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2030,7.9
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2050,20.3
